car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,103999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,103999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
BMW,104999,crossover,2,3,Diesel,yes,2016,X5,full
Mercedes-Benz,104999,crossover,1,3,Diesel,yes,2016,GLE-Class,full
BMW,104999,crossover,2,3,Diesel,yes,2016,X5,full
Mercedes-Benz,105000,crossover,1,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,105999,crossover,0,2.98,Diesel,yes,2016,GLE-Class,full
Mercedes-Benz,107000,van,0,2.2,Diesel,yes,2016,V 250,full
Mercedes-Benz,107777,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,107999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,107999,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,109000,crossover,0,3.5,Diesel,yes,2016,GLS 350,full
Ford,109000,van,0,3.2,Diesel,yes,2016,Transit пасс.,rear
Mercedes-Benz,109999,crossover,1,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,109999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Land Rover,109999,crossover,0,3,Diesel,yes,2016,Range Rover Sport,full
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016,V 250,full
Mercedes-Benz,110000,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,111999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,111999,crossover,0,3,Diesel,yes,2016,GL 350,full
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,114999,crossover,0,2.99,Diesel,yes,2016,GLS 350,full
Lexus,115500,crossover,2,4.5,Diesel,yes,2016,LX 570,full
BMW,115800,crossover,4,3,Diesel,yes,2016,X5 M,full
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full
BMW,117000,crossover,1,NA,Other,yes,2016,X6 M,
Lexus,123000,crossover,1,4.5,Diesel,yes,2016,LX 450,full
Mercedes-Benz,124000,crossover,0,4,Petrol,yes,2016,GLS 400,full
Mercedes-Benz,124000,crossover,0,3,Petrol,yes,2016,GLS 400,full
Mercedes-Benz,124999,crossover,0,3,Diesel,yes,2016,GLS 350,full
BMW,129222,sedan,2,5,Petrol,yes,2016,750,full
Mercedes-Benz,129999,crossover,0,4.67,Petrol,yes,2016,GLS 500,full
Mercedes-Benz,129999,crossover,1,2.99,Diesel,yes,2016,GLS 350,full
Lexus,134999,crossover,0,4.5,Diesel,yes,2016,LX 450,full
Lexus,135555,crossover,0,4.5,Diesel,yes,2016,LX 450,full
BMW,137000,crossover,2,4.4,Petrol,yes,2016,X5 M,full
Mercedes-Benz,138000,crossover,0,3,Diesel,yes,2016,G 350,full
BMW,139000,crossover,0,4.4,Petrol,yes,2016,X6 M,full
Cadillac,145000,crossover,1,6.2,Petrol,yes,2016,Escalade,full
Land Rover,153000,crossover,15,4.4,Diesel,yes,2016,Range Rover,full
Lexus,153999,crossover,0,5.7,Petrol,yes,2016,LX 570,full
Mercedes-Benz,154999,crossover,0,4.6,Petrol,yes,2016,GLS 500,full
Tesla,159600,sedan,0,NA,Other,yes,2016,Model S,full
Tesla,159600,sedan,7,NA,Other,yes,2016,Model S,rear
Mercedes-Benz,159999,other,0,3,Petrol,yes,2016,S 400,full
Tesla,162900,sedan,0,NA,Other,yes,2016,Model S,full
Land Rover,164999,crossover,1,4.4,Diesel,yes,2016,Range Rover,full
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
Mercedes-Benz,173333,other,0,3,Petrol,yes,2016,S 400,full
Tesla,176900,crossover,0,NA,Other,yes,2016,Model X,full
Mercedes-Benz,177000,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Mercedes-Benz,177777,crossover,0,5.5,Petrol,yes,2016,G 63 AMG,full
Tesla,178500,crossover,0,NA,Other,yes,2016,Model X,full
Tesla,185000,crossover,1,NA,Other,yes,2016,Model X,full
Mercedes-Benz,185555,other,0,4.7,Petrol,yes,2016,S 500,full
Mercedes-Benz,187555,other,0,4.7,Petrol,yes,2016,S 500,full
Mercedes-Benz,189999,other,0,4.7,Petrol,yes,2016,S 500,full
Mercedes-Benz,195000,crossover,2,5.5,Petrol,yes,2016,GLS 63,full
Toyota,195000,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,195000,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full
Mercedes-Benz,222000,crossover,0,6.3,Petrol,yes,2016,S 63 AMG,full
Mercedes-Benz,249999,other,3,5.5,Petrol,yes,2016,S 63 AMG,full
Mercedes-Benz,250000,other,6,5.5,Petrol,yes,2016,S 63 AMG,full
Land Rover,285000,crossover,0,5,Petrol,yes,2016,Range Rover,full
Bentley,449999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,499999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,499999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,547800,sedan,0,6.75,Petrol,yes,2016,Mulsanne,rear
Porsche,0,sedan,5,4.8,Petrol,yes,2015,Panamera,full
BMW,0,crossover,5,4.4,Petrol,yes,2015,X5 M,full
Land Rover,0,crossover,18,4.4,Diesel,yes,2015,Range Rover,full
BMW,0,crossover,15,4.39,Petrol,yes,2015,X5 M,full
Audi,0,crossover,0,3,Diesel,yes,2015,Q7,full
BMW,0,crossover,0,3,Diesel,yes,2015,X6,full
Mercedes-Benz,0,crossover,1,3,Petrol,yes,2015,GLE-Class,full
Mercedes-Benz,0,other,22,3,Diesel,yes,2015,S 350,full
Porsche,0,crossover,13,3,Diesel,yes,2015,Macan,full
Dodge,0,other,0,3,Diesel,yes,2015,RAM,full
Dodge,0,other,0,3,Diesel,yes,2015,RAM,full
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
Audi,0,sedan,2,3,Diesel,yes,2015,A8,full
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,0,crossover,35,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,0,crossover,27,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,0,sedan,24,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,0,sedan,20,3,Diesel,yes,2015,S 350,full
Toyota,0,sedan,21,2.5,Petrol,yes,2015,Camry,front
Toyota,0,sedan,24,2.5,Petrol,yes,2015,Camry,front
Toyota,0,sedan,15,2.5,Petrol,yes,2015,Camry,front
Mercedes-Benz,0,van,12,2.2,Diesel,yes,2015,V 250,full
Volkswagen,0,other,28,2,Diesel,yes,2015,Amarok,full
Chevrolet,3500,other,198,3.1,Gas,yes,2015,Lumina,front
Nissan,4000,hatch,18,NA,Other,no,2015,Leaf,
ZAZ,4600,sedan,29,1.3,Petrol,yes,2015,Sens,front
Bogdan,4900,sedan,410,1.6,Gas,yes,2015,2110,front
Barkas,5500,van,80,NA,Petrol,yes,2015,B1000,
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
ZAZ,6061.38,sedan,1,1.3,Gas,yes,2015,Sens,front
Geely,6261.45,sedan,1,1.5,Petrol,yes,2015,CK,front
VAZ,6500,crossover,7,NA,Gas,yes,2015,2121,full
ZAZ,6500,hatch,1,1.5,Petrol,yes,2015,Forza,front
ZAZ,7039.5,hatch,1,1.5,Petrol,yes,2015,Lanos,front
ZAZ,7039.5,sedan,9,1.5,Gas,yes,2015,Lanos,front
Geely,7300,sedan,3,1.5,Petrol,yes,2015,GC6,front
ZAZ,7950,sedan,30,1.5,Gas,yes,2015,Vida,front
UAZ,8100,crossover,10,2.4,Petrol,yes,2015,31514,full
ZAZ,8436.285,sedan,8,1.5,Gas,yes,2015,Vida,front
VAZ,8447.4,crossover,1,1.7,Petrol,yes,2015,2121,full
ZAZ,8584.485,sedan,1,1.5,Petrol,yes,2015,Vida,front
Volkswagen,8757,sedan,32,NA,Other,no,2015,Jetta,
Geely,9200,sedan,35,2,Petrol,yes,2015,Emgrand 8,front
VAZ,9500,crossover,7,1.7,Petrol,yes,2015,2121,full
Geely,9555.195,sedan,1,1.5,Petrol,yes,2015,Emgrand 7 (EC7),front
Volkswagen,10000,sedan,56,1.8,Petrol,no,2015,Passat B7,front
Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front
Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,Logan,front
Chevrolet,10577.775,crossover,1,1.7,Petrol,yes,2015,Niva,full
Volkswagen,10974.21,sedan,1,1.6,Petrol,yes,2015,Polo,front
Ford,11200,sedan,15,1,Petrol,yes,2015,Focus,front
Skoda,11485.5,hatch,1,1,Petrol,yes,2015,Fabia,front
Skoda,11670.75,hatch,1,1.2,Petrol,yes,2015,Fabia,front
Kia,11764.116,hatch,1,1.4,Petrol,yes,2015,Rio,front
Nissan,11900,hatch,10,1.2,Petrol,yes,2015,Micra,front
Ford,11950,van,60,1.5,Diesel,yes,2015,Courier,front
Volkswagen,11962,sedan,0,1.6,Petrol,yes,2015,Polo,front
Audi,12000,sedan,9,NA,Petrol,no,2015,A4,
Kia,12000.495,sedan,1,1.4,Petrol,yes,2015,Rio,front
Nissan,12276.147,hatch,0,1.2,Petrol,yes,2015,Micra,front
Hyundai,12356.175,sedan,1,1.4,Petrol,yes,2015,Accent,front
Nissan,12500,hatch,7,1.2,Petrol,yes,2015,Micra,front
Peugeot,12745.2,hatch,0,1.2,Petrol,yes,2015,208,front
Kia,13000,sedan,13,1.4,Petrol,yes,2015,Rio,front
Kia,13111,sedan,11,1.4,Petrol,yes,2015,Rio,front
Nissan,13455.4485,hatch,0,NA,Petrol,yes,2015,Micra,front
Toyota,13621.4325,sedan,0,1.3,Petrol,yes,2015,Corolla,front
Hyundai,13838.175,hatch,1,1.6,Diesel,yes,2015,i30,front
Citroen,14222,van,42,1.6,Diesel,yes,2015,Berlingo пасс.,front
Skoda,14356.875,sedan,1,1.6,Petrol,yes,2015,Octavia A7,front
Citroen,14462.65275,hatch,1,1.6,Diesel,yes,2015,C4,front
Kia,14712.555,sedan,1,1.6,Petrol,yes,2015,Cerato,front
Nissan,14931.15,sedan,1,1.6,Petrol,yes,2015,Sentra,front
Audi,15000,sedan,38,NA,Diesel,no,2015,A5,full
Ford,15000,van,31,1.5,Diesel,yes,2015,Tourneo Courier,front
Ford,15505.425,hatch,1,1,Petrol,yes,2015,Focus,front
Ford,15900,hatch,11,1,Petrol,yes,2015,Focus,front
Peugeot,16042.65,hatch,1,1.6,Diesel,yes,2015,308,front
Nissan,16200,hatch,35,NA,Other,yes,2015,Leaf,front
Ford,16400,hatch,6,1,Petrol,yes,2015,Focus,front
Nissan,16431.675,crossover,1,1.6,Petrol,yes,2015,Juke,front
Nissan,16500,hatch,11,NA,Other,yes,2015,Leaf,front
Nissan,16500,sedan,2,NA,Other,yes,2015,Leaf,front
Nissan,16700,hatch,39,NA,Other,yes,2015,Leaf,front
Peugeot,18000,vagon,5,1.6,Petrol,yes,2015,2008,front
Hyundai,18100,sedan,0,1.6,Petrol,yes,2015,Elantra,front
Nissan,18421.26,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Nissan,18500,hatch,9,NA,Other,yes,2015,Leaf,front
Volkswagen,18600,sedan,2,1.6,Petrol,yes,2015,Jetta,front
Peugeot,19000,crossover,13,1.6,Petrol,yes,2015,2008,front
Skoda,19200,sedan,60,1.4,Petrol,yes,2015,Octavia A7,front
Kia,19395.675,crossover,1,1.7,Diesel,yes,2015,Sportage,front
Seat,19500,sedan,20,1.4,Petrol,yes,2015,Leon,front
Nissan,19764.693,hatch,0,1.6,Petrol,yes,2015,Juke,front
Nissan,19829.16,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Infiniti,19900,other,25,3.7,Petrol,yes,2015,QX70,
Infiniti,19900,other,25,3.7,Petrol,yes,2015,FX 37,
Nissan,19900,crossover,4,1.6,Petrol,yes,2015,Juke,front
Skoda,19900,other,4,1.4,Diesel,yes,2015,Rapid,front
Mazda,20000,sedan,25,2,Petrol,yes,2015,6,front
Renault,20007,sedan,2,1.5,Diesel,yes,2015,Fluence,front
Nissan,20241.897,crossover,0,1.6,Petrol,yes,2015,Juke,front
Mazda,20400,hatch,4,1.5,Petrol,yes,2015,3,front
Volkswagen,20477.535,van,1,1.6,Diesel,yes,2015,Caddy пасс.,front
Nissan,20820,crossover,27,1.6,Gas,yes,2015,Juke,front
Ford,20833.40025,crossover,1,2,Diesel,yes,2015,Kuga,front
Ford,20900,hatch,3,NA,Other,yes,2015,Focus Electric,front
Volkswagen,20900,sedan,25,2,Diesel,yes,2015,Jetta,front
Nissan,20999,hatch,12,NA,Other,yes,2015,Leaf,front
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front
Nissan,21303.75,crossover,1,2,Petrol,yes,2015,Qashqai,front
Mazda,21340.8,sedan,1,2,Petrol,yes,2015,6,front
Volkswagen,21500,sedan,1,1.4,Petrol,yes,2015,Jetta,front
Nissan,21900,crossover,30,1.2,Petrol,yes,2015,Qashqai,front
Mazda,22300,sedan,29,2,Petrol,yes,2015,6,front
Nissan,22500,hatch,10,NA,Other,yes,2015,Leaf,front
Skoda,22999,other,1,1.6,Diesel,yes,2015,Octavia A7,
Citroen,23000,van,52,1.6,Diesel,yes,2015,Grand C4 Picasso,front
Ford,23071.035,sedan,1,1.5,Petrol,yes,2015,Mondeo,front
Mitsubishi,23800,crossover,45,2.5,Diesel,yes,2015,Pajero Sport,full
Mitsubishi,23900,crossover,1,1.8,Petrol,yes,2015,ASX,front
Renault,24193.65,van,1,1.6,Diesel,yes,2015,Trafic пасс.,front
Nissan,24500,crossover,62,1.6,Diesel,yes,2015,Qashqai,front
Toyota,24800,sedan,43,2.5,Gas,yes,2015,Camry,front
Nissan,25000,hatch,2,NA,Other,yes,2015,Leaf,front
Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry,front
Toyota,25800,sedan,58,2.5,Petrol,yes,2015,Camry,
Volkswagen,25900,hatch,35,2,Diesel,yes,2015,Golf VII,front
Nissan,26220.285,crossover,1,2,Petrol,yes,2015,X-Trail,front
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front
Mazda,26800,sedan,31,NA,Petrol,yes,2015,6,front
Ford,26900,crossover,47,2,Diesel,yes,2015,Kuga,full
Nissan,27000,van,14,1.6,Diesel,yes,2015,Qashqai,full
Volkswagen,27200,crossover,1,2,Diesel,yes,2015,Tiguan,front
Honda,27600,other,58,2.4,Petrol,yes,2015,Accord,front
Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry,front
Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front
Toyota,28500,crossover,38,2.2,Diesel,yes,2015,Rav 4,full
Volkswagen,28500,other,38,2,Diesel,yes,2015,Tiguan,full
Volkswagen,28713.75,hatch,0,2,Diesel,yes,2015,Golf VII,front
Toyota,28800,crossover,29,2.2,Diesel,yes,2015,Rav 4,full
Toyota,28900,sedan,15,2.5,Petrol,yes,2015,Camry,front
Ford,28999,sedan,2,2.5,Petrol,yes,2015,Mondeo,front
Volkswagen,29040,sedan,0,1.4,Petrol,yes,2015,Jetta,front
Subaru,29500,crossover,0,2.5,Petrol,yes,2015,Forester,full
Mazda,29500,crossover,40,2.2,Diesel,yes,2015,CX-5,full
Volkswagen,29800,hatch,0,2,Diesel,yes,2015,Golf VII,front
Kia,29900,crossover,62,2.2,Diesel,yes,2015,Sorento,full
Ford,29900,crossover,68,2,Diesel,yes,2015,Kuga,full
Mercedes-Benz,29999,hatch,9,NA,Other,yes,2015,B-Class Electric Drive,front
Toyota,30500,sedan,7,2.5,Gas,yes,2015,Camry,
Honda,30500,sedan,24,2.4,Petrol,yes,2015,Accord,front
Honda,30500,crossover,0,2.4,Petrol,yes,2015,CR-V,full
Toyota,30900,sedan,15,2.5,Petrol,yes,2015,Camry,
BMW,31000,vagon,15,NA,Other,yes,2015,I3,front
Mercedes-Benz,31669,hatch,2,NA,Other,yes,2015,B-Class Electric Drive,
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
Kia,33419.1,crossover,0,2.2,Diesel,yes,2015,Sorento,full
Mercedes-Benz,33500,van,0,NA,Diesel,yes,2015,Sprinter 316 пасс.,rear
BMW,33500,sedan,1,1.5,Petrol,yes,2015,318,rear
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full
Acura,38200,sedan,4,2.4,Petrol,yes,2015,TLX,front
Mercedes-Benz,38200,sedan,39,1.6,Petrol,yes,2015,C-Class,rear
Mercedes-Benz,38800,hatch,8,NA,Other,yes,2015,B-Class Electric Drive,front
BMW,38888,vagon,5,0.65,Other,yes,2015,I3,rear
Audi,39000,sedan,18,1.8,Other,yes,2015,A5,front
Mercedes-Benz,39900,hatch,2,NA,Other,yes,2015,B-Class Electric Drive,front
Jaguar,39900,sedan,22,2,Petrol,yes,2015,XE,rear
Volkswagen,40000,sedan,1,1.4,Petrol,yes,2015,Passat B8,
Mercedes-Benz,40500,sedan,39,2.2,Diesel,yes,2015,E-Class,rear
Audi,43000,other,11,1.8,Petrol,yes,2015,A6,front
Ford,45000,other,9,2.3,Petrol,yes,2015,Mustang,rear
Mercedes-Benz,45000,sedan,1,1.6,Petrol,yes,2015,C-Class,
Lexus,45300,crossover,1,2,Petrol,yes,2015,NX 200,full
Toyota,45500,crossover,45,3.5,Petrol,yes,2015,Highlander,full
BMW,45500,other,26,2,Diesel,yes,2015,520,rear
Infiniti,46022.028,crossover,1,2.5,Petrol,yes,2015,QX50,full
Lexus,47500,crossover,4,2.7,Petrol,yes,2015,RX 270,front
Jaguar,47794.5,sedan,2,2,Diesel,yes,2015,XF,rear
Jaguar,48720.75,sedan,0,2,Petrol,yes,2015,XF,rear
Infiniti,49900,crossover,20,3,Diesel,yes,2015,QX70,full
Mercedes-Benz,50250,sedan,0,2.2,Diesel,yes,2015,E-Class,full
Infiniti,50695.515,crossover,1,3.7,Petrol,yes,2015,QX70,full
Infiniti,50695.515,crossover,0,3.7,Petrol,yes,2015,QX70,full
Toyota,51500,crossover,70,3,Diesel,yes,2015,Land Cruiser Prado,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
BMW,52000,crossover,7,2,Diesel,yes,2015,X1,full
Jeep,53000,crossover,33,3,Diesel,yes,2015,Grand Cherokee,full
Chevrolet,54000,other,1,2,Petrol,yes,2015,Camaro,rear
Volkswagen,55500,crossover,36,3,Diesel,yes,2015,Touareg,full
Mercedes-Benz,57000,crossover,3,2.2,Diesel,yes,2015,ML 250,full
BMW,58000,crossover,64,2,Diesel,yes,2015,X5,full
Tesla,60500,sedan,5,NA,Other,yes,2015,Model S,rear
Audi,62000,vagon,24,3,Diesel,yes,2015,A6 Allroad,full
BMW,63000,crossover,0,2,Diesel,yes,2015,X5,full
BMW,63500,crossover,33,3,Petrol,yes,2015,X5,full
Porsche,63500,crossover,4,3,Petrol,yes,2015,Macan,full
Volkswagen,65000,crossover,24,NA,Other,yes,2015,Touareg,
Volkswagen,69990,van,1,5,Diesel,yes,2015,Multivan,full
Volkswagen,69990,van,1,2,Diesel,yes,2015,Multivan,full
Audi,69999,crossover,21,3,Petrol,yes,2015,A6 Allroad,full
BMW,71500,crossover,19,2.5,Diesel,yes,2015,X5,full
BMW,72900,crossover,16,3,Diesel,yes,2015,X6,full
Land Rover,74000,crossover,49,3,Diesel,yes,2015,Range Rover Sport,full
Volkswagen,74000,crossover,1,3,Diesel,yes,2015,Touareg,full
Volkswagen,74500,crossover,0,3,Diesel,yes,2015,Touareg,full
BMW,75000,crossover,16,3,Diesel,yes,2015,X6,full
Audi,75000,crossover,0,3,Diesel,yes,2015,Q7,full
Land Rover,75000,crossover,14,2.2,Diesel,yes,2015,Defender,full
Toyota,75500,crossover,50,4.6,Petrol,yes,2015,Land Cruiser 200,full
Lexus,75500,crossover,50,4.6,Petrol,yes,2015,LX 570,full
Mercedes-Benz,75500,van,14,2.2,Diesel,yes,2015,V 250,rear
Land Rover,78900,crossover,0,3,Diesel,yes,2015,Range Rover Sport,full
Land Rover,78900,crossover,0,3,Diesel,yes,2015,Range Rover Sport,full
Land Rover,83000,crossover,16,3,Petrol,yes,2015,Range Rover Sport,
Audi,85555,sedan,40,3,Diesel,yes,2015,A8,full
BMW,85555,sedan,10,3,Diesel,yes,2015,640,full
BMW,85555,sedan,10,3,Other,yes,2015,6 Series Gran Coupe,full
BMW,85900,crossover,19,3,Diesel,yes,2015,X6,full
Audi,88888,crossover,0,3,Diesel,yes,2015,Q7,full
BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M,full
Audi,89999,crossover,0,3,Diesel,yes,2015,Q7,full
Audi,90999,sedan,4,3,Diesel,yes,2015,A8,full
Land Rover,92000,crossover,0,5,Petrol,yes,2015,Range Rover Sport,full
Tesla,99000,sedan,15,0.7,Other,yes,2015,Model S,full
Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full
BMW,112000,sedan,16,3,Diesel,yes,2015,730,full
Mercedes-Benz,115000,other,35,NA,Diesel,yes,2015,G 350,full
Mercedes-Benz,115555,crossover,39,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,116500,sedan,25,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,125000,sedan,17,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,126000,sedan,14,3,Diesel,yes,2015,S 350,full
BMW,133000,crossover,7,4.4,Petrol,yes,2015,X5 M,full
Mercedes-Benz,135555,sedan,54,4.66,Petrol,yes,2015,S 500,full
Tesla,139600,sedan,4,NA,Other,yes,2015,Model S,full
Land Rover,147000,crossover,15,5,Petrol,yes,2015,Range Rover Sport,full
Mercedes-Benz,160000,other,8,4.6,Petrol,yes,2015,S 500,full
Land Rover,162000,crossover,21,4.4,Diesel,yes,2015,Range Rover,full
Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,full
Land Rover,168000,crossover,6,4.4,Diesel,yes,2015,Range Rover,full
Mercedes-Benz,169000,other,1,4.7,Petrol,yes,2015,S 500,full
Bentley,222222,other,0,6,Petrol,yes,2015,Continental,full
Ford,0,other,1,5,Petrol,yes,2014,Mustang,rear
Porsche,0,sedan,22,4.8,Petrol,yes,2014,Panamera,full
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,0,other,25,4.7,Petrol,yes,2014,S 500,full
Toyota,0,crossover,49,4.5,Diesel,yes,2014,Land Cruiser 200,full
Land Rover,0,crossover,46,4.4,Diesel,yes,2014,Range Rover,full
Land Rover,0,crossover,40,4.4,Diesel,yes,2014,Range Rover,full
Porsche,0,sedan,14,3.6,Petrol,yes,2014,Panamera,full
Mercedes-Benz,0,sedan,34,3.5,Diesel,yes,2014,S 350,full
BMW,0,crossover,1,3,Diesel,yes,2014,X6,full
Land Rover,0,crossover,45,3,Petrol,yes,2014,Range Rover Sport,full
Land Rover,0,crossover,56,3,Diesel,no,2014,Range Rover Sport,full
Mercedes-Benz,0,vagon,100,3,Diesel,yes,2014,CLS 350,full
Mercedes-Benz,0,sedan,9,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,25,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,42,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,6,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,front
Mercedes-Benz,0,sedan,16,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,0,van,30,2.2,Diesel,yes,2014,Viano пасс.,
Toyota,0,hatch,28,1.6,Petrol,yes,2014,Auris,front
Peugeot,0,other,48,1.6,Diesel,yes,2014,Partner груз.,front
UAZ,4500,crossover,30,2.4,Other,yes,2014,3151,full
ZAZ,4600,sedan,88,NA,Gas,yes,2014,Sens,
Daewoo,4600,sedan,26,1.3,Gas,yes,2014,Sens,front
Daewoo,4600,hatch,46,0.8,Petrol,yes,2014,Matiz,front
JAC,4800,other,43,1,Petrol,yes,2014,J2,front
Daewoo,4900,sedan,25,1.3,Petrol,yes,2014,Sens,front
Bogdan,5000,sedan,30,1.6,Petrol,yes,2014,2110,front
Daewoo,5400,other,15,1.5,Gas,yes,2014,Lanos,front
Mitsubishi,5500,crossover,30,2.5,Diesel,yes,2014,Pajero Sport,full
ZAZ,5700,sedan,8,1.5,Petrol,yes,2014,Forza,front
Hyundai,5850,crossover,20,2,Diesel,yes,2014,IX35,full
ZAZ,5950,sedan,76,1.5,Petrol,yes,2014,Vida,front
Ford,6015.99375,hatch,45,1,Petrol,yes,2014,Fiesta,front
Chevrolet,6600,hatch,16,1.5,Gas,yes,2014,Aveo,front
Geely,6700,crossover,18,NA,Gas,yes,2014,MK Cross,full
VAZ,6700,sedan,65,1.6,Petrol,yes,2014,2170,front
ZAZ,6880,hatch,25,1.5,Petrol,yes,2014,Vida,front
ZAZ,7000,hatch,48,1.6,Gas,yes,2014,Vida,
Geely,7350,sedan,37,1.5,Petrol,yes,2014,Emgrand 7 (EC7),front
Renault,7750,van,70,1.5,Diesel,yes,2014,Kangoo груз.,
Geely,7800,sedan,32,NA,Gas,yes,2014,Emgrand 7 (EC7),front
ZAZ,7898.319,sedan,3,1.5,Other,yes,2014,Vida,front
Renault,7899,van,129,1.5,Other,yes,2014,Kangoo груз.,front
Geely,7900,sedan,57,1.8,Petrol,yes,2014,Emgrand 7 (EC7),front
MG,8199,hatch,21,1.5,Petrol,yes,2014,5,front
Geely,8200,sedan,7,1.5,Petrol,yes,2014,Emgrand 7 (EC7),front
Renault,8250,van,66,1.5,Diesel,yes,2014,Kangoo груз.,front
Renault,8250,sedan,16,1.2,Petrol,yes,2014,Logan,front
Geely,8300,other,91,1.8,Gas,yes,2014,Emgrand 7 (EC7),front
Renault,8300,van,137,1.5,Diesel,yes,2014,Kangoo груз.,front
Geely,8400,sedan,53,2,Gas,yes,2014,Emgrand 8,front
Renault,8499,van,120,1.5,Diesel,yes,2014,Kangoo груз.,front
Geely,8500,sedan,21,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
Renault,8550,van,160,1.5,Diesel,yes,2014,Kangoo груз.,front
Geely,8700,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
Great Wall,8800,sedan,1,1.5,Petrol,yes,2014,C30,front
